file_name,clean,noise,snr
0290.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_290.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,6.816665211380215
0291.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_291.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,-4.389995001219011
0292.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_292.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,-4.253036225015712
0293.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_293.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,11.452011213193167
0294.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_294.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,2.2038128282252583
0295.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_295.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,-2.4587897469623043
0296.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_296.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,5.444865201096087
0297.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_297.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,10.399871061972217
0298.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_298.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,-0.6835794500631369
0299.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_299.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,7.457809516380005
0300.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_300.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,-3.29305070012464
0301.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_301.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,-3.966365576627846
0302.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_302.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,5.6270926313629595
0303.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_303.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,5.81270243220213
0304.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_304.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,7.748598029964132
0305.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_305.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,9.52182667445323
0306.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_306.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,14.517041589250692
0307.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_307.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,5.326006966023906
0308.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_308.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,1.4591294588249193
0309.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_309.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,10.903723895374073
0310.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_310.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,0.4166450252414844
0311.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_311.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,3.779428414112722
0312.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_312.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,-3.430872373154681
0313.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_313.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,-4.492985131690849
0314.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_314.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,14.252968293558503
0315.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_315.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,11.719602410244118
0316.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_316.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,8.91948412187396
0317.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_317.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,3.1790588882853967
0318.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_318.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,-1.5341135985830845
0319.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_319.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,-1.871259146578279
0320.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy1/boy1_papercup_clean_320.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,0.004857963291906131
0321.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_001.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,5.984533294122409
0322.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_002.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,9.291918454001246
0323.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_003.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,8.203947534354626
0324.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_004.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,0.5986779389188568
0325.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_005.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,14.097305613263881
0326.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_006.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,9.75793833391537
0327.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_007.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,6.087081050228013
0328.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_008.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,7.234414924687044
0329.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_009.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,3.3920012485557987
0330.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_010.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,-0.04538020997685077
0331.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_011.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,2.1194535730252317
0332.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_012.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,10.156922209287382
0333.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_013.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,-4.712130227404883
0334.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_014.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,-2.6785471898616753
0335.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_015.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,-4.079947159564945
0336.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_016.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,-4.185423953620598
0337.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_017.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,12.109211680220145
0338.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_018.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,9.073157187600474
0339.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_019.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,4.483476581746505
0340.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_020.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,-3.0433167869799704
0341.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_021.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,4.832317502336647
0342.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_022.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,4.469435415611313
0343.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_023.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,-1.5359626017996963
0344.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_024.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,3.6770329847594603
0345.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_025.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,2.9700946879474692
0346.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_026.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,7.31700196104433
0347.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_027.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,7.7018730173528756
0348.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_028.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,-4.09391980455911
0349.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_029.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,2.4922522925294244
0350.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_030.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,7.517198314284727
0351.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_031.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,5.062725171601754
0352.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_032.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,12.129796823766444
0353.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_033.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,8.1738726323789
0354.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_034.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,-1.7413114583714062
0355.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_035.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,-3.588625051991403
0356.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_036.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,7.848385564126312
0357.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_037.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,-4.469773789167563
0358.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_038.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,6.715511625469265
0359.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_039.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,13.804604828499151
0360.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_040.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,6.50948355751758
0361.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_041.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,2.763398524130438
0362.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_042.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,7.8657643688470635
0363.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_043.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,4.1650578098303335
0364.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_044.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,5.9123357863187
0365.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_045.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,13.829296175530502
0366.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_046.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,2.7220527560154846
0367.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_047.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,14.223811276478283
0368.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_048.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,13.107012839121275
0369.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_049.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,-1.0841773042140712
0370.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_050.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,-3.612773982496691
0371.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_051.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,-2.984439972451467
0372.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_052.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,-4.635563486969005
0373.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_053.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,-3.111140784881432
0374.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_054.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,8.660135468327137
0375.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_055.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,-3.5762270307954203
0376.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_056.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,1.3795126058752256
0377.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_057.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,11.89750621938909
0378.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_058.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,-4.534561285283482
0379.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_059.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,11.289369651778717
0380.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_060.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,0.6370954954679986
0381.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_061.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,-2.636703447566875
0382.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_062.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,8.934743307283012
0383.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_063.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,7.578856935597679
0384.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_064.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,12.549440270541059
0385.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_065.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,9.701420876077716
0386.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_066.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,11.06961860769697
0387.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_067.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,0.6406914514261297
0388.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_068.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,-1.4512091244055436
0389.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_069.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,10.012295032817168
0390.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_070.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,11.13669478534528
0391.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_071.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,14.810102840013467
0392.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_072.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,3.2523535382285296
0393.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_073.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,2.440361715855664
0394.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_074.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,10.528259214839936
0395.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_075.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,1.816070805060357
0396.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_076.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,13.615146512071295
0397.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_077.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,12.168255036860238
0398.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_078.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,3.579880547500366
0399.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_079.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,10.017421355829947
0400.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_080.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,10.090857481693646
0401.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_081.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,-2.937522623281348
0402.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_082.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,13.051058133591333
0403.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_083.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,5.1050474489571425
0404.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_084.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,11.529149322154833
0405.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_085.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,1.400992020612235
0406.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_086.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,12.91046456992401
0407.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_087.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,2.784033574683262
0408.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_088.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,-4.783246970394033
0409.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_089.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/factory1.wav,13.107639528385274
0410.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_090.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/leopard.wav,-3.174266464277329
0411.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_091.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/pink.wav,1.3862727518082973
0412.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_092.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/volvo.wav,14.001239341016099
0413.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_093.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/white.wav,14.012142938751122
0414.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_094.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/babble.wav,6.468757762465723
0415.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/boy2/boy2_papercup_clean_095.wav,/home/sbplab/yuchen/GTCRN/SEtrain/speech_lib/noisex92_16k/f16.wav,7.6367442433959845
